ConfigName,AvgFitness,AvgTimeMs,AvgGenerations,SuccessRate
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9965,12258.00,693.00,0.33
POP200_GEN1000_MUT0.0005_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9965,10253.00,693.00,0.33
POP200_GEN1000_MUT0.0500_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9965,9750.00,693.00,0.33
