ConfigName,AvgFitness,AvgTimeMs,AvgGenerations,SuccessRate
POP50_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9930,825.00,915.00,0.11
POP100_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9960,3057.00,866.00,0.22
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9965,11284.00,693.00,0.33
