ConfigName,AvgFitness,AvgTimeMs,AvgGenerations,SuccessRate
POP200_GEN1000_MUT0.0010_CROSS0.700_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9916,25399.00,1000.00,0.00
POP200_GEN1000_MUT0.0010_CROSS0.900_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9909,25288.00,1000.00,0.00
