ConfigName,AvgFitness,AvgTimeMs,AvgGenerations,SuccessRate
POP150_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9899,13579.00,1000.00,0.00
POP500_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9923,169653.00,1000.00,0.00
