ConfigName,AvgFitness,AvgTimeMs,AvgGenerations,SuccessRate
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Csingleblock_Stournament,0.9930,198043.00,1000.00,0.00
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Conepoint_Stournament,0.9915,138858.00,976.00,0.10
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Ctwopoint_Stournament,0.9909,73953.00,1000.00,0.00
POP200_GEN1000_MUT0.0010_CROSS0.850_ELITE5_Mconstraint_Cuniform_Stournament,0.9909,75121.00,1000.00,0.00
